Ticker,Name,Exchange
TNP,Tsakos Energy Navigation Ltd,NYSE
TNP-B,Tsakos Energy Navigation Limit,NYSE
TOL,Toll Brothers Inc.,NYSE
TOO,Teekay Offshore Partners L.P.,NYSE
TOO-A,Teekay Offshore Partners L.P.,NYSE
TOT,Totalfinaelf S.A.,NYSE
TOWR,Tower International,NYSE
TPC,Tutor Perini Corp.,NYSE
TPGI,Thomas Properties Group,NYSE
TPH,Tri Pointe Homes Inc. Common S,NYSE
TPL,Texas Pacific Land Trust,NYSE
TPRE,Third Point Reinsurance Ltd. Co,NYSE
TPX,Tempur-Pedic International Inc,NYSE
TPZ,Tortoise Power And Energy,NYSE
TR,Tootsie Roll Industries,NYSE
TRC,Tejon Ranch Company,NYSE
TREX,Trex Company,NYSE
TRF,Templeton Russia Fund,NYSE
TRGP,Targa Resources,NYSE
TRI,Thomson Reuters Corp,NYSE
TRK,Speedway Motorsports,NYSE
TRLA,Trulia Inc.,NYSE
TRMR,Tremor Video Inc.,NYSE
TRN,Trinity Industries,NYSE
TRN-A,Terreno Realty Corporation Pref,NYSE
TRNO,Terreno Realty Corp.,NYSE
TROX,Tronox Inc,NYSE
TRP,Transcananda Pipelines,NYSE
TRQ,Turquoise Hill Resources Ltd.,NYSE
TRR,Trc Companies,NYSE
TRV,The Travelers Companies Inc,NYSE
TRW,Trw Automotive Holdings Corp.,NYSE
TS,Tenaris S.A.,NYSE
TSI,Tcw Strategic,NYSE
TSL,Trina Solar Limited,NYSE
TSM,Taiwan Semiconductor Manufacturing,NYSE
TSN,Tyson Foods,NYSE
TSO,Tesoro Petroleum Corp.,NYSE
TSS,Total System Services,NYSE
TSU,Tim Participacoes S.A.,NYSE
TTC,Toro Company,NYSE
TTF,Thai Fund,NYSE
TTI,Tetra Technologies,NYSE
TTM,Tata Motors Ltd,NYSE
TTP,Tortoise Pipeline & Energy Fund,NYSE
TU,Telus Corp. Non Voting Shares,NYSE
TUC,Mac-Gray Corp.,NYSE
TUMI,Tumi Holdings Inc.,NYSE
TUP,Tupperware Corp.,NYSE
TV,Grupo Televisa S.A.,NYSE
TVC,Tennessee Valley Authority,NYSE
TVE,Tennessee Valley Authority,NYSE
TVL,Lin Tv Corp,NYSE
TW,Towers Watson & Co,NYSE
TWC,Time Warner Cable Inc,NYSE
TWI,Titan International,NYSE
TWN,Taiwan Fund,NYSE
TWO,Two Harbors Investments Corp,NYSE
TWX,Time Warner Inc.,NYSE
TX,Ternium S.A.,NYSE
TXI,Texas Industries,NYSE
TXT,Textron Inc.,NYSE
TXTR,Textura Corporation,NYSE
TY,Tri Continental Corp.,NYSE
TY.P,Tri Contl Cp 2.50 Pr,NYSE
TYC,Tyco International Ltd.,NYSE
TYG,Tortoise Energy Infrastructure Corp.,NYSE
TYG-B,Tortoise Energy Infrastructure,NYSE
TYL,Tyler Technologies,NYSE
TYN,Tortoise North American Energy Corp.,NYSE
TYY,Tortoise Energy Capital Corp.,NYSE
TYY-C,Tortoise Energy Capital Copror,NYSE
TZF,Bear Stearns Depositor,NYSE
UA,Under Armour,NYSE
UAL,United Continental Holdings,NYSE
UAM,Universal American Financial,NYSE
UAN,Cvr Partners Lp Common Units R,NYSE
UBA,Urstadt Biddle Properties Inc.,NYSE
UBP,Urstadt Biddle Properties Inc.,NYSE
UBP-D,Urstadt Biddle Prf D,NYSE
UBP-F,Privatebancorp Inc.,NYSE
UBS,UBS Ag,NYSE
UBS-D,UBS Pfd Fndg TR IV,NYSE
UCP,Ucp Inc.,NYSE
UDR,United Dominion Realty Trust,NYSE
UFI,Unifi,NYSE
UFS,Domtar Corp.,NYSE
UGI,Ugi Corp.,NYSE
UGP,Ultrapar Participacoes S.A.,NYSE
UHS,Universal Health Services,NYSE
UHT,Universal Health Realty Income Trust,NYSE
UIL,Uil Holdings Corp.,NYSE
UIS,Unisys Corp.,NYSE
UIS-A,Unisys Corporation Series A Con,NYSE
UL,Unilever Plc,NYSE
UMC,United Microelectronics Corp.,NYSE
UMH,Umh Properties,NYSE
UMH-A,Umh Properties Inc. 8.25% Seri,NYSE
UN,Unilever Nv,NYSE
UNF,Unifirst Corp.,NYSE
UNH,Unitedhealth Group Inc.,NYSE
UNM,Unumprovident Corp.,NYSE
UNP,Union Pacific Corp.,NYSE
UNS,Unisource Energy Corp.,NYSE
UNT,Unit Corp.,NYSE
UPL,Ultra Petroleum,NYSE
UPS,United Parcel Service,NYSE
URI,United Rentals,NYSE
URS,Urs Corp.,NYSE
USA,Liberty All-Star Equity Fund,NYSE
USAC,USA Compression Partners Lp,NYSE
USB,U.S. Bancorp,NYSE
USB-A,U.S. Bancorp Depositary Shares,NYSE
USB-H,US Bancorp Dep Sh,NYSE
USB-M,U.S. Bancorp,NYSE
USB-N,U.S. Bancorp,NYSE
USB-O,U.S. Bancorp,NYSE
USG,Usg Corp.,NYSE
USM,United States Cellular Corp.,NYSE
USNA,Usana Health Sciences Inc.,NYSE
USPH,U.S. Physical Therapy,NYSE
USU,Usec Inc.,NYSE
UTF,Cohen & Steers Infrastructure Fund,NYSE
UTI,Universal Technical Institute Inc,NYSE
UTL,Unitil Corp.,NYSE
UTX,United Technologies Corp.,NYSE
UTX-A,United Technologies Corporatio,NYSE
UVV,Universal Corp.,NYSE
UZA,United States Cellular Corp.,NYSE
V,Visa Inc.,NYSE
VAC,Marriot Vacations Worldwide Cor,NYSE
VAL,Valspar Corp.,NYSE
VAL.P,Vale S.A.,NYSE
VALE,Vale S.A.,NYSE
VAR,Varian Medical Systems,NYSE
VBF,Invesco Van Kampen Bond Fund,NYSE
VC,Visteon Corp.,NYSE
VCI,Valassis Communications,NYSE
VCO,Vina Concha Y Toro,NYSE
VCRA,Vocera Communications Inc.,NYSE
WAB,Wabtec Corp.,NYSE
WAC,Walter Investment Management Corp.,NYSE
WAG,Walgreen Company,NYSE
WAGE,Wageworks Inc.,NYSE
WAIR,Wesco Aircraft Holdings Inc.,NYSE
WAL,Western Alliance Bancorporation,NYSE
WAT,Waters Corp.,NYSE
WBC,Wabco Holdings Inc.,NYSE
WBK,Westpac Banking Corp.,NYSE
WBS,Webster Financial Corp.,NYSE
X,United States Steel Corp.,NYSE
XAA,American Muni Income Portfolio,NYSE
XCO,Exco Resources Nl,NYSE
XEC,Cimarex Energy Co,NYSE
XEL,Xcel Energy Inc.,NYSE
XFP,Lehman Abs Corp.,NYSE
XFR,Lehman Abs Corp.,NYSE
XIN,Xinyuan Real Estate Co Ltd,NYSE
XKE,Lehman Abs Corp.,NYSE
XKO,Lehman Abs Corp.,NYSE
XL,Xl Company Switzerland Gmbh,NYSE
XLS,Exelis Inc. Common Stock New Wh,NYSE
XNY,China Xiniya Fashion,NYSE
XOM,Exxon Mobil Corp.,NYSE
XON,Intrexon Corp,NYSE
XOXO,Xoxo Group Inc,NYSE
XPO,Express-1 Expedited Solutions,NYSE
XRM,Xerium Technologies,NYSE
XRS,Tal Education Group,NYSE
XRX,Xerox Corp.,NYSE
XUE,Xueda Education Group,NYSE
XVG,Lehman Abs Corp.,NYSE
XYL,Xylem Inc. Common Stock New Whe,NYSE
Y,Alleghany Corp.,NYSE
YELP,Yelp Inc.,NYSE
YGE,Yingli Green Energy Holding Company,NYSE
YOKU,Youku.Com Inc.,NYSE
YPF,Ypf Sociedad Anonima,NYSE
YUM,Yum! Brands,NYSE
YUME,Yume Inc.,NYSE
YZC,Yanzhou Coal Mining Company,NYSE
ZA,Zuoan Fashion Limited American,NYSE
ZB-A,Zions Bc Dp Shs A,NYSE
ZB-C,Zions Bancorporation,NYSE
ZB-F,Zions Bancorporation,NYSE
ZB-G,Zions Bancorporation,NYSE
ZB-H,Zions Bancorporation,NYSE
ZEP,Zep Inc.,NYSE
ZF,Zweig Fund,NYSE
ZFC,Zais Financial Corp. Common Sto,NYSE
ZLC,Zale Corporation,NYSE
ZMH,Zimmer Holdings,NYSE
ZNH,China Southern Airlines Company,NYSE
ZQK,Quiksilver,NYSE
ZTR,Zweig Total Return Fund,NYSE
ZTS,Zoetis Inc. Class A Common Stoc,NYSE
ZX,China Zenix Auto International,NYSE
AAIT,AC Asia Information Tech MSCI Ishares,NASDAQ
AAME,Atlantic American Corp.,NASDAQ
AAON,Aaon,NASDAQ
AAPL,Apple Inc.,NASDAQ
AAWW,Atlas Air Worldwide Holdings,NASDAQ
AAXJ,All Country Asia Ex Jpn Idx MSCI Ishares,NASDAQ
ABAX,Abaxis,NASDAQ
ABCB,Ameris Bancorp,NASDAQ
ABCD,Cambium Learning Group,NASDAQ
ABCO,The Advisory Board Company,NASDAQ
ABFS,Arkansas Best Corp.,NASDAQ
ABIO,Arca Biopharma,NASDAQ
ABMD,Abiomed,NASDAQ
ABTL,Autobytel Inc.,NASDAQ
ACAD,Acadia Pharmaceuticals Inc.,NASDAQ
ACAS,American Capital,NASDAQ
ACAT,Arctic Cat Inc.,NASDAQ
ACCL,Accelrys,NASDAQ
ACET,Aceto Corp.,NASDAQ
ACFC,Atlantic Coast Federal Corp.,NASDAQ
ACFN,Acorn Energy,NASDAQ
ACGL,Arch Capital Group Ltd,NASDAQ
ACHC,Acadia Healthcare Company Inc.,NASDAQ
ACHN,Achillion Pharmaceuticals,NASDAQ
ACIW,Aci Worldwide,NASDAQ
ACLS,Axcelis Technologies,NASDAQ
ACNB,Acnb Corp.,NASDAQ
ACOR,Acorda Therapeutics,NASDAQ
ACPW,Active Power,NASDAQ
ACRX,Acelrx Pharmaceuticals,NASDAQ
ACST,Acasti Pharma Inc,NASDAQ
ACTG,Acacia Research Corp.,NASDAQ
ACTS,Actions Semiconductor Co.,NASDAQ
ACUR,Acura Pharmaceuticals,NASDAQ
ACWI,ACWI Index MSCI Ishares,NASDAQ
ACWX,ACWI Ex-US Index MSCI Ishares,NASDAQ
ACXM,Acxiom Corp.,NASDAQ
ADAT,Authentidate Holding,NASDAQ
ADBE,Adobe Systems Incorporated,NASDAQ
ADEP,Adept Technology,NASDAQ
ADES,Ada-Es,NASDAQ
ADHD,Alcobra Ltd.,NASDAQ
ADI,Analog Devices,NASDAQ
ADNC,Audience Inc.,NASDAQ
ADP,Automatic Data Processing,NASDAQ
ADRA,Asia 50 ADR Index Bldrs,NASDAQ
ADRD,Dev Mkts 100 ADR Index Bldrs,NASDAQ
ADRE,Emrg Mkts 50 ADR Index Bldrs,NASDAQ
ADRU,Europe 100 ADR Index Bldrs,NASDAQ
ADSK,Autodesk,NASDAQ
ADTN,Adtran,NASDAQ
ADUS,Addus Homecare Corp.,NASDAQ
ADVS,Advent Software,NASDAQ
AEGN,Aegoin Corp,NASDAQ
AEGR,Aegerion Pharmaceuticals,NASDAQ
AEHR,Aehr Test Systems,NASDAQ
AEIS,Advanced Energy Industries,NASDAQ
AEPI,Aep Industries Inc.,NASDAQ
AERL,Asia Entertainment & Resources Ltd,NASDAQ
AETI,American Electric Technologies,NASDAQ
AEY,Addvantage Technologies Group,NASDAQ
AEZS,Aeterna Zentaris,NASDAQ
AFAM,Almost Family Inc,NASDAQ
AFCB,Athens Bancshares Corp.,NASDAQ
AFCE,Afc Enterprises,NASDAQ
AFFX,Affymetrix,NASDAQ
AFH,Atlas Financial Holdings Inc.,NASDAQ
AFOP,Alliance Fiber Optic Products,NASDAQ
AFSI,Amtrust Financial Services,NASDAQ
AGEN,Agenus Inc.,NASDAQ
AGII,Argo Group International Holdings Ltd,NASDAQ
AGIIL,Argo Group International Holdin,NASDAQ
AGIO,Agios Pharmaceuticals Inc.,NASDAQ
AGNC,American Capital Agency,NASDAQ
AGNCP,American Capital,NASDAQ
AGYS,Agilysys,NASDAQ
AHGP,Alliance Holdings Gp L.P.,NASDAQ
AHPI,Allied Healthcare Products,NASDAQ
AIMC,Altra Holdings,NASDAQ
AINV,Apollo Investment Corp.,NASDAQ
AIQ,Alliance Healthcare Services,NASDAQ
AIRM,Air Methods Corp.,NASDAQ
AIRT,Air T,NASDAQ
AIXG,Aixtron Se,NASDAQ
AKAM,Akamai Technologies,NASDAQ
AKRX,Akorn,NASDAQ
ALCO,Alico,NASDAQ
ALCS,Alco Stores Inc,NASDAQ
ALGN,Align Technology,NASDAQ
ALGT,Allegiant Travel Company,NASDAQ
ALIM,Alimera Sciences,NASDAQ
ALKS,Alkermes,NASDAQ
ALLB,Alliance Bank,NASDAQ
ALLT,Allot Communications Ltd,NASDAQ
ALNY,Alnylam Pharmaceuticals,NASDAQ
ALOG,Analogic Corp.,NASDAQ
ALOT,Astro-Med,NASDAQ
ALSK,Alaska Communications Systems,NASDAQ
ALTI,Altair Nanotechnologies Inc.,NASDAQ
ALTR,Altera Corp.,NASDAQ
ALVR,Alvarion Ltd,NASDAQ
ALXA,Alexza Pharmaceuticals,NASDAQ
ALXN,Alexion Pharmaceuticals,NASDAQ
AMAG,Amag Pharmaceuticals,NASDAQ
AMAP,Autonavi Holdings,NASDAQ
AMAT,Applied Materials,NASDAQ
AMBA,Ambarella Inc.,NASDAQ
AMBC,Ambac Financial Group Inc.,NASDAQ
AMBCW,Ambac Financial Group Inc.,NASDAQ
AMBI,Ambit Biosciences Corporation,NASDAQ
AMBT,Ambient Corp,NASDAQ
AMCC,Applied Micro Circuits Corp.,NASDAQ
AMCF,Andatee China Marine Fuel Services,NASDAQ
AMCN,Airmedia Group Inc,NASDAQ
AMCX,Amc Networks Inc.,NASDAQ
AMED,Amedisys Inc,NASDAQ
AMGN,Amgen Inc.,NASDAQ
AMIC,American Independence,NASDAQ
AMKR,Amkor Technology,NASDAQ
AMNB,American National Bankshares,NASDAQ
AMOT,Allied Motion Technologies,NASDAQ
AMOV,America Movil S.A.B. De C.V.,NASDAQ
AMRB,American River Bankshares,NASDAQ
AMRI,Albany Molecular Research,NASDAQ
AMRN,Amarin Corporation Plc,NASDAQ
AMRS,Amyris,NASDAQ
AMSC,American Superconductor Corp.,NASDAQ
AMSF,Amerisafe,NASDAQ
AMSG,Amsurg,NASDAQ
AMSWA,American Software,NASDAQ
AMWD,American Woodmark Corp.,NASDAQ
AMZN,Amazon.Com,NASDAQ
ANAC,Anacor Pharmaceuticals,NASDAQ
ANAD,Anadigics,NASDAQ
ANAT,American National Insurance,NASDAQ
ANCB,Anchor Bancorp,NASDAQ
ANCI,American Caresource Holdings,NASDAQ
ANCX,Access National Corp.,NASDAQ
ANDA,Andina Acquisition Corporation,NASDAQ
ANDAU,Andina Acquisition Corporation,NASDAQ
ANDAW,Andina Acquisition Corporation,NASDAQ
ANDE,The Andersons,NASDAQ
ANEN,Anaren,NASDAQ
ANGI,Angie's List Inc.,NASDAQ
ANGO,Angiodynamics,NASDAQ
ANIK,Anika Therapeutics Inc.,NASDAQ
ANIP,Ani Pharmaceuticals Inc.,NASDAQ
ANLY,Analysts International Corp.,NASDAQ
ANSS,Ansys,NASDAQ
ANTH,Anthera Pharmaceuticals,NASDAQ
ANTP,Phazar Corp,NASDAQ
AOSL,Alpha And Omega Semiconductor,NASDAQ
APAGF,Apco Oil And Gas International,NASDAQ
APEI,American Public Education,NASDAQ
APFC,American Pacific Corp.,NASDAQ
APOG,Apogee Enterprises,NASDAQ
APOL,Apollo Group,NASDAQ
APPY,Aspenbio Pharma,NASDAQ
APRI,Apricus Biosciences Inc,NASDAQ
APSA,Alto Palermo S.A.,NASDAQ
APWC,Asia Pac Wire &Cable,NASDAQ
AQU,Aquasition Corp.,NASDAQ
AQUUU,Aquasition Corp.,NASDAQ
AQUUW,Aquasition Corp.,NASDAQ
ARAY,Accuray Incorporated,NASDAQ
ARCC,Ares Capital Corp.,NASDAQ
ARCI,Appliance Recycling Centers,NASDAQ
ARCP,American Realty Capital Propert,NASDAQ
ARCW,Arc Wireless Solutions,NASDAQ
ARDNA,Arden Group,NASDAQ
AREX,Approach Resources Inc.,NASDAQ
ARIA,Ariad Pharmaceuticals,NASDAQ
ARII,American Railcar Industries,NASDAQ
ARKR,Ark Restaurants,NASDAQ
ARLP,Alliance Resource Partners L.P.,NASDAQ
ARMH,Arm Holdings Plc,NASDAQ
ARNA,Arena Pharmaceuticals,NASDAQ
AROW,Arrow Financial Corp.,NASDAQ
ARQL,Arqule,NASDAQ
ARRS,Arris Group Inc,NASDAQ
ARRY,Array Biopharma Inc.,NASDAQ
ARTC,Arthrocare Corp.,NASDAQ
ARTNA,Artesian Resources Corp.,NASDAQ
ARTW,Art'S-Way Manufacturing Co.,NASDAQ
ARTX,Arotech Corp.,NASDAQ
ARUN,Aruba Networks,NASDAQ
ARWR,Arrowhead Research Corp.,NASDAQ
ASBB,Asb Bancorp Inc.,NASDAQ
ASBC,Associated Banc-Corp,NASDAQ
ASBCW,Associated Banc-Corp,NASDAQ
ASBI,Ameriana Bancorp,NASDAQ
ASCA,Ameristar Casinos,NASDAQ
ASCMA,Ascent Media Corp.,NASDAQ
ASDR,Velocityshares Emerging Asia Dr,NASDAQ
ASEI,American Science And Engineering,NASDAQ
ASFI,Asta Funding,NASDAQ
ASIA,Asiainfo-Linkage,NASDAQ
ASMI,Asm International N.V.,NASDAQ
ASML,Asml Holding N.V.,NASDAQ
ASNA,Ascena Retail Group,NASDAQ
ASPS,Altisource Portfolio Solutions S.A.,NASDAQ
ASRV,Ameriserv Financial Inc.,NASDAQ
ASRVP,Ameriserv Financial Inc.,NASDAQ
ASTC,Astrotech Corp.,NASDAQ
ASTE,Astec Industries,NASDAQ
ASTI,Ascent Solar Technologies,NASDAQ
ASTM,Aastrom Biosciences,NASDAQ
ASTX,Astex Pharmaceuticals Inc,NASDAQ
ASUR,Asure Software Inc,NASDAQ
ASYS,Amtech Systems,NASDAQ
ATAI,Ata Inc.,NASDAQ
ATAX,America First Tax Exempt L.P.,NASDAQ
ATEA,Astea International,NASDAQ
ATEC,Alphatec Holdings,NASDAQ
ATHN,Athenahealth,NASDAQ
ATHX,Athersys,NASDAQ
ATLC,Atlanticus Holdings Corp.,NASDAQ
ATLO,Ames National Corp.,NASDAQ
ATMI,Atmi Inc.,NASDAQ
ATML,Atmel Corp.,NASDAQ
ATNI,Atlantic Tele-Network,NASDAQ
ATNY,Api Technologies,NASDAQ
ATOS,Atossa Genetics Inc.,NASDAQ
ATRC,Atricure,NASDAQ
ATRI,Atrion Corp.,NASDAQ
ATRM,Aetrium Inc.,NASDAQ
ATRO,Astronics Corp.,NASDAQ
ATRS,Antares Pharma,NASDAQ
ATSG,Air Transport Services Group Inc,NASDAQ
ATTU,Attunity Ltd,NASDAQ
ATVI,Activision Blizzard Inc,NASDAQ
ATX,Cross [A.T.] Company,NASDAQ
AUBN,Auburn National Bancorporation,NASDAQ
AUDC,Audiocodes Ltd,NASDAQ
AUXL,Auxilium Pharmaceuticals,NASDAQ
AVAV,Aerovironment,NASDAQ
AVEO,Aveo Pharmaceuticals,NASDAQ
AVGO,Avago Technologies,NASDAQ
AVHI,Av Homes Inc,NASDAQ
AVID,Avid Technology,NASDAQ
AVNR,Avanir Pharmaceuticals Inc,NASDAQ
AVNW,Aviat Networks,NASDAQ
AWAY,Homeaway Inc.,NASDAQ
AWRE,Aware,NASDAQ
AXAS,Abraxas Petroleum Corp.,NASDAQ
AXDX,Accelerate Diagnostics Inc.,NASDAQ
AXFN,ACWI Ex-US Financials MSCI Ishares,NASDAQ
AXGN,Lectec Corp,NASDAQ
AXJS,AC Asia Ex Japan Smallcap MSCI Ishares,NASDAQ
AXTI,Axt Inc,NASDAQ
AZPN,Aspen Technology,NASDAQ
BABY,Natus Medical Inc.,NASDAQ
BAGL,Einstein Noah Restaurant Group,NASDAQ
BAGR,Diversified Restaurant Holdings Inc.,NASDAQ
BAMM,Books-A-Million,NASDAQ
BANC,First Pactrust Bancorp,NASDAQ
BANCL,First Pactrust Bancorp Inc.,NASDAQ
BANCP,First Pactrust Bancorp Inc.,NASDAQ
BANF,Bancfirst Corp.,NASDAQ
BANFP,Bancfirst Corp.,NASDAQ
BANR,Banner Corp.,NASDAQ
BASI,Bioanalytical Systems,NASDAQ
BAXS,Baxano Surgical Inc.,NASDAQ
BBBY,Bed Bath & Beyond Inc.,NASDAQ
BBCN,Bbcn Bancorp Inc,NASDAQ
BBEP,Breitburn Energy Partners L.P.,NASDAQ
BBGI,Beasley Broadcast Group,NASDAQ
BBNK,Bridge Capital Holdings,NASDAQ
BBOX,Black Box Corp.,NASDAQ
BBRG,Bravo Brio Restaurant Group,NASDAQ
BBRY,Blackberry Limited,NASDAQ
BBSI,Barrett Business Services,NASDAQ
BCBP,Bcb Bancorp Inc. [Nj],NASDAQ
BCOM,B Communications Ltd,NASDAQ
BCOR,Blucora Inc.,NASDAQ
BCOV,Brightcove Inc.,NASDAQ
BCPC,Balchem Corp.,NASDAQ
BCRX,Biocryst Pharmaceuticals,NASDAQ
BCSB,Bcsb Bancorp,NASDAQ
BDBD,Boulder Brands Inc,NASDAQ
BDE,Black Diamond,NASDAQ
BDGE,Bridge Bancorp,NASDAQ
BDMS,Birner Dental Management Services,NASDAQ
BDSI,Biodelivery Sciences International,NASDAQ
BEAT,Cardionet,NASDAQ
BEAV,Be Aerospace,NASDAQ
BEBE,Bebe Stores,NASDAQ
BECN,Beacon Roofing Supply,NASDAQ
BELFA,Bel Fuse Inc.,NASDAQ
BELFB,Bel Fuse Inc.,NASDAQ
BERK,Berkshire Bancorp,NASDAQ
BFIN,Bankfinancial Corp.,NASDAQ
BGCP,Bgc Partners,NASDAQ
BGFV,Big 5 Sporting Goods Corp.,NASDAQ
BGMD,Bg Medicine,NASDAQ
BGSC,Bgs Acquisition Corp.,NASDAQ
BGSCU,Bgs Acquisition Corp.,NASDAQ
BGSCW,Bgs Acquisition Corp.,NASDAQ
BIB,Ultra Nasdaq Biotechnology Proshares,NASDAQ
BICK,BICK Index First Trust,NASDAQ
BIDU,Baidu,NASDAQ
BIIB,Biogen Idec Inc,NASDAQ
BIOD,Biodel Inc.,NASDAQ
BIOF,Biofuel Energy,NASDAQ
BIOL,Biolase Technology,NASDAQ
BIOS,Bioscrip,NASDAQ
BIRT,Actuate Corp.,NASDAQ
BIS,Ultrashort Nasdaq Biotech Proshares,NASDAQ
BJRI,Bj's Restaurants,NASDAQ
BKCC,Blackrock Kelso Capital Corp.,NASDAQ
BKEP,Blueknight Energy,NASDAQ
BKEPP,Blueknight Energy Partners L.P.,NASDAQ
BKMU,Bank Mutual Corp.,NASDAQ
BKSC,Bank Of South Carolina,NASDAQ
BKYF,The Bank Of Kentucky Financial,NASDAQ
BLDP,Ballard Power Systems,NASDAQ
BLDR,Builders Firstsource,NASDAQ
BLIN,Bridgeline Digital,NASDAQ
BLKB,Blackbaud,NASDAQ
BLMN,Bloomin' Brands Inc.,NASDAQ
BLMT,Bsb Bancorp Inc.,NASDAQ
BLRX,Biolinerx Ltd.,NASDAQ
BLUE,Bluebird Bio Inc.,NASDAQ
BMC,Bmc Software,NASDAQ
BMRC,Bank Of Marin Bancorp,NASDAQ
BMRN,Biomarin Pharmaceutical Inc.,NASDAQ
BMTC,Bryn Mawr Bank Corp.,NASDAQ
BNCL,Beneficial Mutual Bancorp,NASDAQ
BNCN,Bnc Bancorp,NASDAQ
BNDX,Vanguard Total International Bo,NASDAQ
BNSO,Bonso Electronics International,NASDAQ
BOBE,Bob Evans Farms,NASDAQ
BOCH,Bank Of Commerce Holdings [Ca],NASDAQ
BODY,Body Central,NASDAQ
BOFI,Bofi Holding,NASDAQ
BOKF,Bok Financial Corp.,NASDAQ
BOLT,Bolt Technology Corp.,NASDAQ
BONA,Bona Film Group Limited,NASDAQ
BONT,The Bon-Ton Stores,NASDAQ
BOOM,Dynamic Materials Corp.,NASDAQ
BOSC,B.O.S. Better Online Solutions,NASDAQ
BOTA,Biota Pharmaceuticals Inc.,NASDAQ
BOTJ,Bank Of The Jame Fnl,NASDAQ
BPFH,Boston Private Financial Holdings,NASDAQ
BPFHP,Boston Private Financial Holdings Inc.,NASDAQ
BPFHW,Boston Private Financial Holdings,NASDAQ
BPHX,Bluephoenix Solutions,NASDAQ
BPOP,Popular,NASDAQ
BPOPM,Popular,NASDAQ
BPOPN,Popular,NASDAQ
BRCD,Brocade Communications Systems,NASDAQ
BRCM,Broadcom Corp.,NASDAQ
BREW,Craft Brewers Alliance Inc,NASDAQ
BRID,Bridgford Foods Corp.,NASDAQ
BRKL,Brookline Bancorp,NASDAQ
BRKR,Bruker Corp.,NASDAQ
BRKS,Brooks Automation,NASDAQ
BRLI,Bio-Reference Laboratories,NASDAQ
BSDM,Bsd Medical Corp.,NASDAQ
BSET,Bassett Furniture Industries Inc.,NASDAQ
BSFT,Broadsoft,NASDAQ
BSPM,Biostar Pharmaceuticals,NASDAQ
BSQR,Bsquare Corp.,NASDAQ
BSRR,Sierra Bancorp,NASDAQ
BSTC,Biospecifics Technologies Corp,NASDAQ
BTUI,Btu International,NASDAQ
BUR,Burcon Nutrascience,NASDAQ
BUSE,First Busey Corp.,NASDAQ
BV,Bazaarvoice Inc.,NASDAQ
BVA,Cordia Bancorp Inc.,NASDAQ
BVSN,Broadvision,NASDAQ
BWEN,Broadwind Energy,NASDAQ
BWINA,Baldwin & Lyons,NASDAQ
BWINB,Baldwin & Lyons,NASDAQ
BWLD,Buffalo Wild Wings,NASDAQ
BYFC,Broadway Financial Corp.,NASDAQ
CA,CA Inc.,NASDAQ
CAAS,China Automotive Systems,NASDAQ
CAC,Camden National Corp.,NASDAQ
CACB,Cascade Bancorp,NASDAQ
CACC,Credit Acceptance Corp.,NASDAQ
CACGU,Chart Acquisition Corp.,NASDAQ
CACGW,Chart Acquisition Corp.,NASDAQ
CACH,Cache,NASDAQ
CADC,China Advanced Construction,NASDAQ
CADX,Cadence Pharmaceuticals,NASDAQ
CAFI,Camco Financial Corp.,NASDAQ
CAKE,The Cheesecake Factory Inc.,NASDAQ
CALD,Callidus Software,NASDAQ
CALI,China Auto Logistics Inc.,NASDAQ
CALL,Vocaltec Communications Ltd,NASDAQ
CALM,Cal-Maine Foods,NASDAQ
CAMP,Calamp,NASDAQ
CAMT,Camtek Ltd,NASDAQ
CAR,Avis Budget Group,NASDAQ
CARB,Carbonite Inc.,NASDAQ
CART,Carolina Trust Bank,NASDAQ
CARV,Carver Bancorp,NASDAQ
CARZ,Nasdaq Global Auto Index First Trust,NASDAQ
CASH,Meta Financial Group,NASDAQ
CASM,Cas Medical Systems,NASDAQ
CASS,Cass Information Systems Inc,NASDAQ
CASY,Caseys General Stores,NASDAQ
CATM,Cardtronics,NASDAQ
CATY,Cathay General Bancorp,NASDAQ
CAVM,Cavium Inc,NASDAQ
CBAK,China Bak Battery,NASDAQ
CBAN,Colony Bankcorp,NASDAQ
CBEY,Cbeyond,NASDAQ
CBF,Capital Bank Financial Corp.,NASDAQ
CBIN,Community Bank Shares Of Indiana,NASDAQ
CBLI,Cleveland Biolabs,NASDAQ
CBMX,Combimatrix Corp.,NASDAQ
CBMXW,Combimatrix Corp.,NASDAQ
CBNJ,Cape Bancorp,NASDAQ
CBNK,Chicopee Bancorp,NASDAQ
CBOE,CBOE Holdings,NASDAQ
CBPO,China Biologic Products,NASDAQ
CBRL,Cracker Barrel Old Country Store,NASDAQ
CBRX,Columbia Laboratories,NASDAQ
CBSH,Commerce Bancshares,NASDAQ
CBST,Cubist Pharmaceuticals,NASDAQ
CCBG,Capital City Bank Group,NASDAQ
CCCL,China Ceramics Co.,NASDAQ
CCCR,China Commercial Credit Inc.,NASDAQ
CCIH,Chinacache International,NASDAQ
CCIX,Coleman Cable,NASDAQ
CCMP,Cabot Microelectronics Corp.,NASDAQ
CCNE,Cnb Financial Corp.,NASDAQ
CCOI,Cogent Communications Group,NASDAQ
CCRN,Cross Country Healthcare,NASDAQ
CCUR,Concurrent Computer Corp.,NASDAQ
CCXI,Chemocentryx Inc.,NASDAQ
CDNS,Cadence Design Systems,NASDAQ
